artist_rank,artist,source_platform,source_url,result_count,set_title,channel,duration,created_on,requested_on,requested_by,status,archive_scope,notes
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Moxie on NTS w/ Sedef Adasi (24.11.21),Moxie,1:59:38,11/30/2021,4/21/2026,danielworrall,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Sedef Adasi @ The Lot Radio 07-27-2024,The Lot Radio,0:58:39,7/28/2024,7/29/2024,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,"Hamza K Shah /w Sedef Adasi Warm Up ""Long Distance"" @ Folklor 8.10.2021",Hamza K Shah,2:00:51,10/12/2021,6/30/2024,Matthew,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,MARICAS - Sedef Adasi,MARICAS,1:16:07,3/31/2021,3/20/2024,psychokilleer,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Dekmantel Podcast 452 - Sedef Adasi,dekmantel,1:02:10,1/30/2024,1/30/2024,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Sedef Adasi @ Making Time 09-23-2023,The Lot Radio,1:31:30,10/2/2023,10/9/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Sedef Adasi - Refuge Worldwide,Refuge Worldwide,1:00:20,1/23/2021,9/5/2023,Nickolozg,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Sedef Adasi @ DGTL Festival 2019 21.04.2019,DGTL,0:59:16,7/18/2019,7/31/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Blitzcast 003 — Sedef Adasi,BLITZ Club,1:10:45,9/21/2018,6/6/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Radio 80000 x Blitz Take Over — Sedef Adasi [13.06.20],BLITZ Club,1:01:50,6/15/2020,6/6/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Radio 80000 x Blitz Take Over — Sedef Adasi [13.02.21],BLITZ Club,1:01:35,2/14/2021,6/6/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Blitz x Electronic Beats — Sedef Adasi [24.04.21],BLITZ Club,1:00:57,4/26/2021,6/6/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Daisychain 162 - Sedef Adasi,Daisychain,1:04:48,2/23/2021,6/6/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Melt - Sedef Adasi | HÖR - Jun 10 / 2022,HÖR BERLIN,0:57:16,6/10/2022,4/8/2023,zizzym,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Recognise: Sedef Adasi,djmag,1:07:54,4/20/2022,3/29/2023,NyamNyam,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,"RA Live - 2019.21.04 - Sedef Adasi, DGTL Amsterdam",Resident Advisor,1:12:15,5/2/2019,3/2/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,RA.861 Sedef Adasi,Resident Advisor,1:17:31,12/2/2022,3/2/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Sedef Adasi | Contemporary Scenes: Istanbul,Boiler Room,1:38:22,8/11/2022,2/28/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,Radio On Vacation With Sedef Adasi,permanent vacation,1:02:43,5/11/2020,2/25/2023,The-Groove-Bot,Ready,visible_search_page,
21,Sedef Adasï,TrackID.net,https://trackid.net/audiostreams?keywords=Sedef%20Adas%C3%AF,21,This Is Your Time! Vol.8 with Sedef Adasi and Horkheimer,Live At Robert Johnson,2:06:22,1/17/2021,2/16/2023,The-Groove-Bot,Ready,visible_search_page,
22,Victor,TrackID.net,https://trackid.net/audiostreams?keywords=Victor,367,Archaic Podcast 436 - Victor Alvarez,Archaic,1:24:10,11/23/2022,6/20/2026,caffeine205,Ready,visible_search_page,broad-name search; requires alias filtering
22,Victor,TrackID.net,https://trackid.net/audiostreams?keywords=Victor,367,"Cloud 9 Party (Feb 10, 2024) with Ricky Gamez, Victor Kiswell & Brice",Cloud 9 Sound System,6:43:59,3/11/2024,6/19/2026,Richardkind666,Ready,visible_search_page,broad-name search; requires alias filtering
22,Victor,TrackID.net,https://trackid.net/audiostreams?keywords=Victor,367,5 GATE TEMPLE Ft. Victoria Mingot 120526,NTS Latest,1:59:52,5/13/2026,6/17/2026,The-Groove-Bot,Ready,visible_search_page,broad-name search; requires alias filtering
22,Victor,TrackID.net,https://trackid.net/audiostreams?keywords=Victor,367,Victor ࿐ྂ hereandthe.re recordings 002,hereandthere,1:55:52,6/9/2026,6/15/2026,BennyG,Ready,visible_search_page,
